Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Seating_Capacity,Type,Power.1,Torque.1
Hyundai,Tucson,2Wd At Gl(O) Diesel,"₹ 2,423,720.000000000000000",1995,4,62,Diesel,1660,4475,1850,SUV,5,Automatic,185,400
Mercedes-Benz,Mercedes-Benz A-Class,180,"₹ 2,785,288.000000000000000",1595,4,50,Petrol,1433,4292,1780,Hatchback,5,Automatic,122,200
Skoda,Rapid,1.5 Tdi Cr Active,"₹ 1,006,139.000000000000000",1498,4,55,Diesel,1466,4413,1699,Sedan,5,Manual,110,250
Nissan,Micra,Xvd,"₹ 812,964.000000000000000",1461,4,41,Diesel,1525,3825,1665,Hatchback,5,Manual,64,160
Volvo,V40 Cross Country,T4,"₹ 2,962,000.000000000000000",1596,4,50,Petrol,1470,4370,1857,Hatchback,5,Automatic,180,240
Skoda,Rapid,1.6 Mpi Ambition,"₹ 998,599.000000000000000",1598,4,55,Petrol,1466,4413,1699,Sedan,5,Manual,105,153
Skoda,Rapid,1.6 Mpi Active,"₹ 881,916.000000000000000",1598,4,55,Petrol,1466,4413,1699,Sedan,5,Manual,105,153
Skoda,Rapid,1.5 Tdi Cr Ambition At,"₹ 1,249,599.000000000000000",1498,4,55,Diesel,1466,4413,1699,Sedan,5,Automatic,110,250
Skoda,Rapid,1.5 Tdi Cr Ambition,"₹ 1,129,599.000000000000000",1498,4,55,Diesel,1466,4413,1699,Sedan,5,Manual,110,250
Skoda,Rapid,1.6 Mpi Style At,"₹ 1,243,599.000000000000000",1598,4,55,Petrol,1466,4413,1699,Sedan,5,Automatic,105,153
Skoda,Rapid,1.5 Tdi Cr Style At,"₹ 1,399,599.000000000000000",1498,4,55,Diesel,1466,4413,1699,Sedan,5,Automatic,110,250
Skoda,Rapid,1.5 Tdi Cr Style,"₹ 1,273,599.000000000000000",1498,4,55,Diesel,1466,4413,1699,Sedan,5,Manual,110,250
Skoda,Rapid,1.6 Mpi Style,"₹ 1,115,599.000000000000000",1598,4,55,Petrol,1466,4413,1699,Sedan,5,Manual,105,153
Skoda,Rapid,1.6 Mpi Ambition At,"₹ 999,599.000000000000000",1598,4,55,Petrol,1466,4413,1699,Sedan,5,Automatic,105,153
Skoda,Rapid,Onyx Mt Diesel,"₹ 1,158,599.000000000000000",1498,4,55,Diesel,1466,4413,1699,Sedan,5,Manual,110,250
Skoda,Rapid,Onyx At Petrol,"₹ 1,099,599.000000000000000",1598,4,55,Petrol,1466,4413,1699,Sedan,5,Automatic,105,153
Skoda,Rapid,Onyx At Diesel,"₹ 1,273,599.000000000000000",1498,4,55,Diesel,1466,4413,1699,Sedan,5,Automatic,110,250
Skoda,Rapid,Onyx Mt Petrol,"₹ 975,599.000000000000000",1598,4,55,Petrol,1466,4413,1699,Sedan,5,Manual,105,153
Isuzu,Dmax V-Cross,Standard,"₹ 1,654,783.000000000000000",2499,4,0,Diesel,1840,5295,1860,Pick-up,5,Manual,134,320
Isuzu,Dmax V-Cross,High Z,"₹ 1,806,813.000000000000000",2499,4,0,Diesel,1840,5295,1860,Pick-up,5,Manual,134,320
Isuzu,Dmax V-Cross,Z Prestige,"₹ 1,999,000.000000000000000",1898,4,0,Diesel,1855,5295,1860,Pick-up,5,Automatic,150,350
Mercedes-Benz,Mercedes-Benz Gla-Class,45 Amg 4Matic,"₹ 7,784,944.000000000000000",1991,4,50,Petrol,1479,4445,1804,SUV,5,Automatic,360,450
Mercedes-Benz,Mercedes-Benz Gla-Class,200 D Sport,"₹ 3,564,000.000000000000000",2143,4,70,Diesel,1494,4424,1804,SUV,5,Automatic,136,300
Mercedes-Benz,Mercedes-Benz Gla-Class,200 Sport,"₹ 3,438,000.000000000000000",1991,4,50,Petrol,1494,4424,1804,SUV,5,Automatic,183,300
Mercedes-Benz,Mercedes-Benz Gla-Class,200 D Style,"₹ 3,233,000.000000000000000",2143,4,70,Diesel,1494,4424,1804,SUV,5,Automatic,136,300
Mercedes-Benz,Mercedes-Benz Gla-Class,45 Aero Edition,"₹ 8,067,000.000000000000000",1991,4,50,Petrol,1479,4445,1804,SUV,5,Automatic,375,475
Honda,Accord Hybrid,2.0 At,"₹ 4,321,237.000000000000000",1993,4,60,Hybrid,1464,4933,1849,Sedan,5,Automatic,145,175
Mercedes-Benz,Mercedes-Benz Gla-Class,220 D 4Matic,"₹ 3,864,000.000000000000000",2143,4,70,Diesel,1494,4424,1804,SUV,5,Automatic,170,350
Skoda,Octavia,Style 1.8 Tsi At,"₹ 2,059,599.000000000000000",1798,4,50,Petrol,1476,4670,1814,Sedan,5,Automatic,180,250
Bmw,5-Series,520D Luxury Line,"₹ 5,930,000.000000000000000",1995,4,70,Diesel,1464,4907,1860,Sedan,5,Automatic,190,400
Skoda,Octavia,Style 1.4 Tsi,"₹ 1,899,599.000000000000000",1395,4,50,Petrol,1476,4670,1814,Sedan,5,Manual,140,250
Skoda,Octavia,L & K 1.8 Tsi At,"₹ 2,359,599.000000000000000",1798,4,50,Petrol,1476,4670,1814,Sedan,5,Automatic,180,250
Mahindra,Verito,1.5 D4 Bs-Iv,"₹ 772,617.000000000000000",1461,4,50,Diesel,1540,4277,1740,Sedan,5,Manual,65,160
Skoda,Octavia,Corporate Edition 1.4 Tsi,"₹ 1,549,000.000000000000000",1395,4,50,Petrol,1476,4670,1814,Sedan,5,Manual,140,250
Mahindra,Verito,1.5 D2,"₹ 748,370.000000000000000",1461,4,50,Diesel,1540,4277,1740,Sedan,5,Manual,65,160
Mahindra,Verito,1.5 D6 Bs-Iv,"₹ 845,154.000000000000000",1461,4,50,Diesel,1540,4277,1740,Sedan,5,Manual,120,280
Maruti Suzuki,Celerio X,Vxi,"₹ 475,198.000000000000000",998,3,35,Petrol,1560,3600,1600,Hatchback,5,Manual,68,90
Maruti Suzuki,Celerio X,Vxi (O),"₹ 481,074.000000000000000",998,3,35,Petrol,1560,3600,1600,Hatchback,5,Manual,68,90
Maruti Suzuki,Celerio X,Zxi (O),"₹ 540,350.000000000000000",998,3,35,Petrol,1560,3600,1600,Hatchback,5,Manual,68,90
Maruti Suzuki,Celerio X,Vxi Amt (O),"₹ 524,074.000000000000000",998,3,35,Petrol,1560,3600,1600,Hatchback,5,Automatic,68,90
Maruti Suzuki,Celerio X,Zxi,"₹ 499,734.000000000000000",998,3,35,Petrol,1560,3600,1600,Hatchback,5,Manual,68,90
Maruti Suzuki,Celerio X,Vxi Amt,"₹ 518,198.000000000000000",998,3,35,Petrol,1560,3600,1600,Hatchback,5,Automatic,68,90
Maruti Suzuki,Celerio X,Zxi Amt (O),"₹ 552,350.000000000000000",998,3,35,Petrol,1560,3600,1600,Hatchback,5,Automatic,68,90
Maruti Suzuki,Celerio X,Zxi Amt,"₹ 542,735.000000000000000",998,3,35,Petrol,1560,3600,1600,Hatchback,5,Automatic,68,90
Hyundai,Xcent Prime,T+,"₹ 556,130.000000000000000",1197,4,43,Petrol,1520,3995,1660,Sedan,5,Manual,83,114
Volkswagen,Polo,Comfortline 1.0 (P),"₹ 676,500.000000000000000",999,3,45,Petrol,1469,3971,1682,Hatchback,5,Manual,76,95
Hyundai,Elite I20,Era 1.2,"₹ 559,693.000000000000000",1197,4,45,Petrol,1505,3995,1710,Hatchback,5,Manual,84,115
Volkswagen,Polo,Highline Plus 1.0 (P),"₹ 776,500.000000000000000",999,3,45,Petrol,1469,3971,1682,Hatchback,5,Manual,76,95
Volkswagen,Polo,Trendline 1.0L (P),"₹ 582,000.000000000000000",999,3,45,Petrol,1469,3971,1682,Hatchback,5,Manual,76,95
Volkswagen,Polo,Comfortline 1.5 (D),"₹ 851,500.000000000000000",1498,4,45,Diesel,1469,3971,1682,Hatchback,5,Manual,90,230
Volkswagen,Polo,Trendline 1.5L (D),"₹ 734,500.000000000000000",1498,4,45,Diesel,1469,3971,1682,Hatchback,5,Manual,90,230
Volkswagen,Polo,Highline Plus 1.5 (D),"₹ 931,500.000000000000000",1498,4,45,Diesel,1469,3971,1682,Hatchback,5,Manual,90,230
Volkswagen,Ameo,Trendline 1.5L Tdi,"₹ 711,500.000000000000000",1498,0,45,Diesel,1483,3995,1682,Sedan,5,Manual,110,250
Volkswagen,Polo,Gt Tdi,"₹ 988,500.000000000000000",1498,4,45,Diesel,1469,3971,1682,Hatchback,5,Manual,110,250
Volkswagen,Polo,Gt Tsi,"₹ 976,000.000000000000000",1197,4,45,Petrol,1469,3971,1682,Hatchback,5,Automatic,105,175
Volkswagen,Ameo,Highline Plus 1.5L Tdi,"₹ 925,500.000000000000000",1498,0,45,Diesel,1483,3995,1682,Sedan,5,Manual,110,250
Volkswagen,Ameo,Comfortline 1.5L Tdi,"₹ 810,500.000000000000000",1498,0,45,Diesel,1483,3995,1682,Sedan,5,Manual,110,250
Volkswagen,Ameo,Highline Plus 1.5L Tdi Dsg,"₹ 999,900.000000000000000",1498,0,45,Diesel,1483,3995,1682,Sedan,5,Automatic,110,250
Maruti Suzuki,Celerio,Vxi,"₹ 465,138.000000000000000",998,3,35,Petrol,1560,3600,1600,Hatchback,5,Manual,68,90
Maruti Suzuki,Celerio,Zxi,"₹ 490,924.000000000000000",998,3,35,Petrol,1560,3600,1600,Hatchback,5,Manual,68,90
Maruti Suzuki,Celerio,Vxi At,"₹ 508,138.000000000000000",998,3,35,Petrol,1560,3600,1600,Hatchback,5,Automatic,68,90
Volkswagen,Ameo,Gt Line Tdi Dsg,"₹ 999,900.000000000000000",1498,0,45,Diesel,1483,3995,1682,Sedan,5,Automatic,110,250
Maruti Suzuki,Celerio,Zxi (Opt),"₹ 531,279.000000000000000",998,3,35,Petrol,1560,3600,1600,Hatchback,5,Manual,68,90
Maruti Suzuki,Celerio,Vxi (O) Mt,"₹ 472,257.000000000000000",998,3,35,Petrol,1560,3600,1600,Hatchback,5,Manual,68,90
Maruti Suzuki,Celerio,Zxi Ags,"₹ 533,924.000000000000000",998,3,35,Petrol,1560,3600,1600,Hatchback,5,Automatic,68,90
Maruti Suzuki,Celerio,Zxi (O) Ags,"₹ 543,279.000000000000000",998,3,35,Petrol,1560,3600,1600,Hatchback,5,Automatic,68,90
Maruti Suzuki,Celerio,Vxi (O) Ags,"₹ 515,257.000000000000000",998,3,35,Petrol,1560,3600,1600,Hatchback,5,Automatic,68,90
Hyundai,Grand I10 Prime,Era T Vtvt,"₹ 460,369.000000000000000",1197,4,43,Petrol,1520,3765,1660,Hatchback,5,Manual,83,114
Tata,Altroz,Xz Petrol,"₹ 744,000.000000000000000",1199,3,37,Petrol,1523,3990,1755,Hatchback,5,Manual,86,113
Tata,Altroz,Xm Petrol,"₹ 615,000.000000000000000",1199,3,37,Petrol,1523,3990,1755,Hatchback,5,Manual,86,113
Hyundai,Grand I10 Prime,Era T+ Vtvt,"₹ 477,511.000000000000000",1197,4,43,Petrol,1520,3765,1660,Hatchback,5,Manual,83,114
Tata,Altroz,Xt Petrol,"₹ 684,000.000000000000000",1199,3,37,Petrol,1523,3990,1755,Hatchback,5,Manual,86,113
Tata,Altroz,Xm Diesel,"₹ 775,000.000000000000000",1497,4,37,Diesel,1523,3990,1755,Hatchback,5,Manual,90,200
Tata,Altroz,Xz Diesel,"₹ 904,000.000000000000000",1497,4,37,Diesel,1523,3990,1755,Hatchback,5,Manual,90,200
Tata,Altroz,Xz (O) Petrol,"₹ 769,000.000000000000000",1199,3,37,Petrol,1523,3990,1755,Hatchback,5,Manual,86,113
Tata,Altroz,Xt Diesel,"₹ 844,000.000000000000000",1497,4,37,Diesel,1523,3990,1755,Hatchback,5,Manual,90,200
Tata,Tigor,Revotron Xm,"₹ 610,000.000000000000000",1199,3,35,Petrol,1537,3992,1677,Sedan,5,Manual,86,113
Tata,Tigor,Revotron Xe,"₹ 575,000.000000000000000",1199,3,35,Petrol,1537,3992,1677,Sedan,5,Manual,86,113
Tata,Altroz,Xz (O) Diesel,"₹ 929,000.000000000000000",1497,4,37,Diesel,1523,3990,1755,Hatchback,5,Manual,90,200
Tata,Zest,Xm Diesel,"₹ 767,317.000000000000000",1248,4,44,Diesel,1570,3995,1706,Sedan,5,Manual,75,190
Tata,Tigor,Revotron Xma,"₹ 660,000.000000000000000",1199,3,35,Petrol,1537,3992,1677,Sedan,5,AMT,86,113
Tata,Zest,Xe Diesel,"₹ 702,946.000000000000000",1248,4,44,Diesel,1570,3995,1706,Sedan,5,Manual,75,190
Tata,Zest,Xms Diesel,"₹ 793,898.000000000000000",1248,4,44,Diesel,1570,3995,1706,Sedan,5,Manual,75,190
Tata,Zest,Xt Diesel,"₹ 855,362.000000000000000",1248,4,44,Diesel,1570,3995,1706,Sedan,5,Manual,90,200
Tata,Zest,Xta Diesel,"₹ 989,000.000000000000000",1248,4,44,Diesel,1570,3995,1706,Sedan,5,Automatic,90,200
Tata,Zest,Zest Premio Edition,"₹ 788,797.000000000000000",1248,4,44,Diesel,1570,3995,1706,Sedan,5,Manual,75,190
Hyundai,Verna,1.6 Crdi Sx(O) At,"₹ 1,407,871.000000000000000",1582,4,45,Diesel,1445,4440,1729,Sedan,5,Automatic,128,260
Hyundai,Verna,1.6 Crdi Sx (O),"₹ 1,301,881.000000000000000",1582,4,45,Diesel,1445,4440,1729,Sedan,5,Manual,128,260
Hyundai,Verna,1.6 Crdi Sx,"₹ 1,172,544.000000000000000",1582,4,45,Diesel,1445,4440,1729,Sedan,5,Manual,128,260
Hyundai,Verna,1.6 Crdi Sx Plus At,"₹ 1,328,545.000000000000000",1582,4,45,Diesel,1445,4440,1729,Sedan,5,Automatic,128,260
Bmw,X1,Sdrive20D Xline,"₹ 3,930,000.000000000000000",1995,4,51,Diesel,1612,4439,2058,"Crossover, SUV",5,Automatic,190,400
Volkswagen,Vento,Gt Line (D),"₹ 1,449,500.000000000000000",1498,4,45,Diesel,1469,3971,1682,Hatchback,5,Manual,110,250
Volkswagen,Vento,Gt Line (P) Dsg,"₹ 1,317,500.000000000000000",1197,4,45,Petrol,1469,3971,1682,Hatchback,5,Automatic,105,175
Bmw,X1,Sdrive20D Expedition,"₹ 3,520,000.000000000000000",1995,4,51,Diesel,1612,4439,2060,"Crossover, SUV",5,Automatic,190,400
Maruti Suzuki,Omni,5 Str Bs-Iv,"₹ 282,778.000000000000000",796,3,35,Petrol,1640,3370,1410,MPV,5,Manual,34.7,59
Hyundai,Grand I10,1.2 Kappa Vtvt Magna,"₹ 586,428.000000000000000",1197,4,43,Petrol,1520,3765,1660,Hatchback,5,Manual,83,114
Bmw,X1,Xdrive20D M Sport,"₹ 4,570,000.000000000000000",1995,4,51,Diesel,1612,4439,2058,"Crossover, SUV",5,Automatic,190,400
Hyundai,Grand I10,1.2 Kappa Vtvt Sportz,"₹ 620,637.000000000000000",1197,4,43,Petrol,1520,3765,1660,Hatchback,5,Manual,83,114
Hyundai,Grand I10,1.2 Kappa Vtvt Magna At,"₹ 652,328.000000000000000",1197,4,43,Petrol,1520,3765,1660,Hatchback,5,Automatic,83,114
Hyundai,Grand I10,1.2 Kappa Vtvt Sportz At,"₹ 705,538.000000000000000",1197,4,43,Petrol,1520,3765,1660,Hatchback,5,Automatic,83,114
Honda,City,Sv Mt Petrol,"₹ 991,000.000000000000000",1497,4,40,Petrol,1495,4440,1695,Sedan,5,Manual,119,145
Honda,City,V Mt Petrol,"₹ 1,065,900.000000000000000",1497,4,40,Petrol,1495,4440,1695,Sedan,5,Manual,119,145
Hyundai,Grand I10,1.2 Kappa Vtvt Sportz Dual Tone,"₹ 640,537.000000000000000",1197,4,43,Petrol,1520,3765,1660,Hatchback,5,Manual,83,114
Toyota,Prius,Z8,"₹ 4,509,000.000000000000000",1798,4,43,Hybrid,1490,4540,1760,Sedan,5,Automatic,98,142
Honda,City,V Mt Diesel,"₹ 1,191,000.000000000000000",1498,4,40,Diesel,1495,4440,1695,Sedan,5,Manual,100,200
Honda,City,Vx Mt Petrol,"₹ 1,182,000.000000000000000",1497,4,40,Petrol,1495,4440,1695,Sedan,5,Manual,119,145
Honda,City,Vx Cvt Petrol,"₹ 1,312,000.000000000000000",1497,4,40,Petrol,1495,4440,1695,Sedan,5,Automatic,119,145
Honda,City,Sv Mt Diesel,"₹ 1,111,000.000000000000000",1498,4,40,Diesel,1495,4440,1695,Sedan,5,Manual,100,200
Honda,City,V Cvt Petrol,"₹ 1,201,000.000000000000000",1497,4,40,Petrol,1495,4440,1695,Sedan,5,Automatic,119,145
Honda,City,Vx Mt Diesel,"₹ 1,302,000.000000000000000",1498,4,40,Diesel,1495,4440,1695,Sedan,5,Manual,100,200
Honda,City,Zx Mt Diesel,"₹ 1,421,000.000000000000000",1498,4,40,Diesel,1495,4440,1695,Sedan,5,Manual,100,200
Honda,City,Zx Cvt Petrol,"₹ 1,431,000.000000000000000",1497,4,40,Petrol,1495,4440,1695,Sedan,5,Automatic,119,145
